"Rule","Consequent","Support","Confidence","Lift","MissedBaskets","AvgPrice","AvgQty","ExpectedUplift","PotentialRevenue"
"{LUNCH BAG RED RETROSPOT,LUNCH BAG SUKI DESIGN} => {JUMBO STORAGE BAG SUKI}","JUMBO STORAGE BAG SUKI",0.01127,0.315,4.85,449,2.7507347972973,11.4966216216216,141,4472.76
"{PACK OF 72 RETROSPOT CAKE CASES} => {60 TEATIME FAIRY CAKE CASES}","60 TEATIME FAIRY CAKE CASES",0.02479,0.343,7.57,867,0.690531400966184,21.7596618357488,297,4468.37
"{JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG SCANDINAVIAN BLUE PAISLEY} => {JUMBO BAG RED RETROSPOT}","JUMBO BAG RED RETROSPOT",0.01571,0.719,6.34,112,2.49391702846117,22.1968162083936,81,4457.79
"{JUMBO BAG OWLS} => {JUMBO BAG SPACEBOY DESIGN}","JUMBO BAG SPACEBOY DESIGN",0.01078,0.303,8.08,453,2.66170802919708,12.192700729927,137,4454.52
"{JUMBO BAG APPLES,JUMBO BAG RED RETROSPOT} => {JUMBO BAG SCANDINAVIAN BLUE PAISLEY}","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",0.011,0.368,8.36,345,2.70037267080745,12.9826086956522,127,4450.95
"{PACK OF 60 PINK PAISLEY CAKE CASES} => {PACK OF 72 RETROSPOT CAKE CASES}","PACK OF 72 RETROSPOT CAKE CASES",0.02353,0.495,6.85,439,0.745037878787879,27.4893939393939,217,4450.55
"{JUMBO BAG RED RETROSPOT,LUNCH BAG RED RETROSPOT} => {JUMBO STORAGE BAG SUKI}","JUMBO STORAGE BAG SUKI",0.01313,0.415,6.4,339,2.7507347972973,11.4966216216216,141,4449.04
"{JUMBO BAG PINK POLKADOT,JUMBO STORAGE BAG SUKI} => {JUMBO BAG SCANDINAVIAN BLUE PAISLEY}","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",0.01237,0.439,9.96,289,2.70037267080745,12.9826086956522,127,4447.83
"{JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG SCANDINAVIAN BLUE PAISLEY} => {JUMBO BAG PINK POLKADOT}","JUMBO BAG PINK POLKADOT",0.01193,0.546,8.21,181,2.60603618421053,17.2672697368421,99,4447.08
"{JUMBO BAG RED RETROSPOT,JUMBO SHOPPER VINTAGE RED PAISLEY} => {JUMBO BAG TOYS}","JUMBO BAG TOYS",0.01188,0.319,11.17,463,3.13097701149425,9.58429118773946,148,4432.12
"{ALARM CLOCK BAKELIKE IVORY} => {ALARM CLOCK BAKELIKE PINK}","ALARM CLOCK BAKELIKE PINK",0.0151,0.486,11.34,292,4.58228607918263,6.81353767560664,142,4430.72
"{GREEN REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER} => {PINK REGENCY TEACUP AND SAUCER}","PINK REGENCY TEACUP AND SAUCER",0.02961,0.705,16.96,226,3.71778947368421,7.46315789473684,159,4420.84
"{HOT BATHS METAL SIGN} => {COOK WITH WINE METAL SIGN}","COOK WITH WINE METAL SIGN",0.01034,0.311,7.9,418,2.39272222222222,14.1958333333333,130,4415.6
"{JUMBO BAG APPLES,JUMBO BAG RED RETROSPOT} => {JUMBO BAG WOODLAND ANIMALS}","JUMBO BAG WOODLAND ANIMALS",0.01259,0.421,8.93,316,2.93349187935035,11.3120649651972,133,4414.65
"{JUMBO BAG PINK POLKADOT,JUMBO SHOPPER VINTAGE RED PAISLEY} => {JUMBO  BAG BAROQUE BLACK WHITE}","JUMBO  BAG BAROQUE BLACK WHITE",0.01319,0.515,10.15,227,2.61653721682848,14.4174757281553,117,4410.11
"{JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO STORAGE BAG SUKI} => {JUMBO BAG PINK VINTAGE PAISLEY}","JUMBO BAG PINK VINTAGE PAISLEY",0.01302,0.454,9.59,286,2.67275144508671,12.7028901734104,130,4408.42
"{JUMBO BAG RED RETROSPOT,JUMBO STORAGE BAG SKULLS} => {JUMBO BAG PINK POLKADOT}","JUMBO BAG PINK POLKADOT",0.01396,0.616,9.26,159,2.60603618421053,17.2672697368421,98,4407.39
"{LUNCH BAG ALPHABET DESIGN} => {LUNCH BAG APPLE DESIGN}","LUNCH BAG APPLE DESIGN",0.02041,0.505,8.91,366,2.04046376811594,11.6772946859903,185,4403.96
"{JUMBO BAG VINTAGE DOILY,JUMBO BAG VINTAGE LEAF} => {JUMBO BAG ALPHABET}","JUMBO BAG ALPHABET",0.01177,0.417,8.42,301,2.39287610619469,14.6272123893805,126,4393.23
"{JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO SHOPPER VINTAGE RED PAISLEY} => {JUMBO BAG PINK POLKADOT}","JUMBO BAG PINK POLKADOT",0.01297,0.59,8.86,165,2.60603618421053,17.2672697368421,97,4380.67
"{JUMBO BAG PINK POLKADOT,JUMBO SHOPPER VINTAGE RED PAISLEY} => {JUMBO BAG APPLES}","JUMBO BAG APPLES",0.01045,0.408,7.64,277,2.57344262295082,15.0389344262295,113,4373.93
"{JUMBO BAG OWLS,JUMBO BAG RED RETROSPOT} => {JUMBO BAG PINK POLKADOT}","JUMBO BAG PINK POLKADOT",0.01149,0.537,8.07,181,2.60603618421053,17.2672697368421,97,4373.78
"{LUNCH BAG VINTAGE LEAF DESIGN} => {LUNCH BAG RED RETROSPOT}","LUNCH BAG RED RETROSPOT",0.01669,0.458,5.35,361,2.13269181585678,12.3925831202046,165,4369.81
"{LUNCH BAG APPLE DESIGN} => {LUNCH BAG SPACEBOY DESIGN}","LUNCH BAG SPACEBOY DESIGN",0.02151,0.38,6,642,2.00968885047537,8.90060501296456,244,4363.82
"{SET OF TEA COFFEE SUGAR TINS PANTRY} => {SET OF 3 REGENCY CAKE TINS}","SET OF 3 REGENCY CAKE TINS",0.01018,0.396,8.32,284,5.89278481012658,6.5765247410817,112,4358.43
"{JUMBO BAG RED RETROSPOT,JUMBO BAG STRAWBERRY} => {JUMBO BAG PINK VINTAGE PAISLEY}","JUMBO BAG PINK VINTAGE PAISLEY",0.0116,0.396,8.36,324,2.67275144508671,12.7028901734104,128,4356.13
"{STRAWBERRY CHARLOTTE BAG} => {CHARLOTTE BAG SUKI DESIGN}","CHARLOTTE BAG SUKI DESIGN",0.02271,0.575,11.95,307,1.20502844141069,20.4732650739477,177,4355.02
"{CHARLOTTE BAG SUKI DESIGN} => {LUNCH BAG SUKI DESIGN}","LUNCH BAG SUKI DESIGN",0.01828,0.38,5.41,545,2.16708495713172,9.69134840218238,207,4349.51
"{SET 2 TEA TOWELS I LOVE LONDON} => {LUNCH BOX I LOVE LONDON}","LUNCH BOX I LOVE LONDON",0.01095,0.377,9.8,331,2.32673789173789,14.9729344729345,125,4347.34
"{RECYCLING BAG RETROSPOT} => {LUNCH BAG RED RETROSPOT}","LUNCH BAG RED RETROSPOT",0.01335,0.327,3.82,503,2.13269181585678,12.3925831202046,164,4347.16
"{LUNCH BAG VINTAGE LEAF DESIGN} => {JUMBO BAG VINTAGE LEAF}","JUMBO BAG VINTAGE LEAF",0.01286,0.353,7.34,431,2.29795221843003,12.4334470989761,152,4346.95
"{SET/6 RED SPOTTY PAPER PLATES} => {PAPER BUNTING RETROSPOT}","PAPER BUNTING RETROSPOT",0.01034,0.359,8.22,338,3.78500627352572,9.45671267252196,121,4343.28
"{NO SINGING METAL SIGN} => {PLEASE ONE PERSON METAL SIGN}","PLEASE ONE PERSON METAL SIGN",0.01089,0.366,8.01,345,2.43326946107784,14.1341317365269,126,4342.7
"{JUMBO  BAG BAROQUE BLACK WHITE,JUMBO STORAGE BAG SUKI} => {JUMBO BAG RED RETROSPOT}","JUMBO BAG RED RETROSPOT",0.0174,0.754,6.64,104,2.49391702846117,22.1968162083936,78,4340.88
"{JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO STORAGE BAG SUKI} => {JUMBO BAG WOODLAND ANIMALS}","JUMBO BAG WOODLAND ANIMALS",0.01505,0.525,11.13,249,2.93349187935035,11.3120649651972,131,4337.96
"{WOOD 2 DRAWER CABINET WHITE FINISH} => {WOOD S/3 CABINET ANT WHITE FINISH}","WOOD S/3 CABINET ANT WHITE FINISH",0.01538,0.52,15.8,259,9.12910299003322,3.5265780730897,135,4335.95
"{JUMBO BAG VINTAGE CHRISTMAS} => {JUMBO BAG VINTAGE DOILY}","JUMBO BAG VINTAGE DOILY",0.011,0.424,6.3,273,2.2780162601626,16.3845528455285,116,4320.36
"{JUMBO BAG RED RETROSPOT,JUMBO BAG SCANDINAVIAN BLUE PAISLEY} => {JUMBO BAG WOODLAND ANIMALS}","JUMBO BAG WOODLAND ANIMALS",0.01193,0.403,8.54,323,2.93349187935035,11.3120649651972,130,4319.51
"{JUMBO BAG RED RETROSPOT,JUMBO BAG WOODLAND ANIMALS} => {JUMBO BAG PINK VINTAGE PAISLEY}","JUMBO BAG PINK VINTAGE PAISLEY",0.01138,0.389,8.21,327,2.67275144508671,12.7028901734104,127,4318.75
"{JUMBO BAG APPLES,JUMBO BAG RED RETROSPOT} => {JUMBO STORAGE BAG SUKI}","JUMBO STORAGE BAG SUKI",0.01538,0.515,7.94,265,2.7507347972973,11.4966216216216,136,4315.91
"{LUNCH BAG RED RETROSPOT,LUNCH BAG VINTAGE DOILY} => {JUMBO BAG VINTAGE DOILY}","JUMBO BAG VINTAGE DOILY",0.01248,0.494,7.33,234,2.2780162601626,16.3845528455285,116,4314.54
"{JUMBO BAG TOYS} => {JUMBO BAG SCANDINAVIAN BLUE PAISLEY}","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",0.01089,0.381,8.65,323,2.70037267080745,12.9826086956522,123,4314.33
"{JUMBO BAG APPLES,JUMBO BAG RED RETROSPOT} => {JUMBO BAG PINK VINTAGE PAISLEY}","JUMBO BAG PINK VINTAGE PAISLEY",0.011,0.368,7.78,345,2.67275144508671,12.7028901734104,127,4310.5
"{LOVE HOT WATER BOTTLE} => {HOT WATER BOTTLE KEEP CALM}","HOT WATER BOTTLE KEEP CALM",0.01292,0.497,11.67,239,5.26492287917738,6.87917737789203,119,4302.12
"{60 TEATIME FAIRY CAKE CASES} => {PACK OF 60 PINK PAISLEY CAKE CASES}","PACK OF 60 PINK PAISLEY CAKE CASES",0.01937,0.428,8.99,474,0.747307249712313,28.3544303797468,203,4298.75
"{JUMBO BAG PINK POLKADOT,JUMBO STORAGE BAG SUKI} => {JUMBO BAG PINK VINTAGE PAISLEY}","JUMBO BAG PINK VINTAGE PAISLEY",0.0122,0.433,9.15,292,2.67275144508671,12.7028901734104,126,4292.71
"{JUMBO BAG TOYS} => {JUMBO BAG WOODLAND ANIMALS}","JUMBO BAG WOODLAND ANIMALS",0.01582,0.554,11.74,233,2.93349187935035,11.3120649651972,129,4283.44
"{SET/20 RED RETROSPOT PAPER NAPKINS} => {PACK OF 72 RETROSPOT CAKE CASES}","PACK OF 72 RETROSPOT CAKE CASES",0.01653,0.307,4.25,681,0.745037878787879,27.4893939393939,209,4281.83
"{JUMBO BAG RED RETROSPOT,JUMBO BAG VINTAGE DOILY} => {JUMBO STORAGE BAG SUKI}","JUMBO STORAGE BAG SUKI",0.01188,0.376,5.8,360,2.7507347972973,11.4966216216216,135,4280.65
"{JUMBO BAG ALPHABET,JUMBO BAG VINTAGE LEAF} => {JUMBO BAG RED RETROSPOT}","JUMBO BAG RED RETROSPOT",0.01001,0.577,5.09,134,2.49391702846117,22.1968162083936,77,4280.09
"{JUMBO BAG VINTAGE LEAF} => {LUNCH BAG VINTAGE DOILY}","LUNCH BAG VINTAGE DOILY",0.01614,0.336,5.6,584,1.82762773722628,11.9306569343066,196,4278.62
"{JUMBO BAG RED RETROSPOT,JUMBO BAG SCANDINAVIAN BLUE PAISLEY} => {JUMBO STORAGE BAG SUKI}","JUMBO STORAGE BAG SUKI",0.01549,0.523,8.07,258,2.7507347972973,11.4966216216216,135,4267.17
"{JUMBO BAG WOODLAND ANIMALS,JUMBO STORAGE BAG SUKI} => {JUMBO BAG APPLES}","JUMBO BAG APPLES",0.01056,0.43,8.05,256,2.57344262295082,15.0389344262295,110,4260.3
"{LUNCH BAG VINTAGE DOILY} => {LUNCH BAG VINTAGE LEAF DESIGN}","LUNCH BAG VINTAGE LEAF DESIGN",0.01872,0.312,8.56,754,1.92492492492492,9.38888888888889,235,4251.62
"{LUNCH BAG APPLE DESIGN} => {LUNCH BAG VINTAGE LEAF DESIGN}","LUNCH BAG VINTAGE LEAF DESIGN",0.01976,0.349,9.57,674,1.92492492492492,9.38888888888889,235,4251.22
"{CHARLOTTE BAG SUKI DESIGN} => {WOODLAND CHARLOTTE BAG}","WOODLAND CHARLOTTE BAG",0.02495,0.519,11.39,423,1.21432692307692,15.9435096153846,220,4250.38
"{JUMBO BAG PINK POLKADOT,JUMBO STORAGE BAG SUKI} => {JUMBO BAG WOODLAND ANIMALS}","JUMBO BAG WOODLAND ANIMALS",0.01521,0.54,11.44,237,2.93349187935035,11.3120649651972,128,4246.87
"{JUMBO BAG RED RETROSPOT,JUMBO STORAGE BAG SUKI} => {JUMBO STORAGE BAG SKULLS}","JUMBO STORAGE BAG SKULLS",0.01417,0.358,9.31,465,2.79534188034188,9.10968660968661,166,4239.11
"{JUMBO BAG RED RETROSPOT,JUMBO STORAGE BAG SUKI} => {LUNCH BAG RED RETROSPOT}","LUNCH BAG RED RETROSPOT",0.01313,0.331,3.87,484,2.13269181585678,12.3925831202046,160,4234.12
"{JUMBO BAG PEARS} => {JUMBO BAG VINTAGE LEAF}","JUMBO BAG VINTAGE LEAF",0.01718,0.529,10.99,280,2.29795221843003,12.4334470989761,148,4232.01
"{PINK REGENCY TEACUP AND SAUCER} => {ROSES REGENCY TEACUP AND SAUCER}","ROSES REGENCY TEACUP AND SAUCER",0.03273,0.787,13.54,162,3.66992467043314,9.04331450094162,127,4231.31
"{JUMBO STORAGE BAG SKULLS,JUMBO STORAGE BAG SUKI} => {JUMBO BAG RED RETROSPOT}","JUMBO BAG RED RETROSPOT",0.01417,0.706,6.22,108,2.49391702846117,22.1968162083936,76,4220.86
"{LUNCH BAG VINTAGE DOILY} => {LUNCH BAG SPACEBOY DESIGN}","LUNCH BAG SPACEBOY DESIGN",0.01877,0.313,4.94,753,2.00968885047537,8.90060501296456,236,4215.87
"{JUMBO BAG PEARS,JUMBO BAG VINTAGE LEAF} => {JUMBO BAG RED RETROSPOT}","JUMBO BAG RED RETROSPOT",0.01012,0.589,5.19,129,2.49391702846117,22.1968162083936,76,4206.08
"{VINTAGE SNAP CARDS} => {VINTAGE HEADS AND TAILS CARD GAME}","VINTAGE HEADS AND TAILS CARD GAME",0.01872,0.37,11.14,582,1.50747940691928,12.9472817133443,215,4202.95
"{JUMBO BAG RED RETROSPOT,LUNCH BAG RED RETROSPOT} => {JUMBO BAG WOODLAND ANIMALS}","JUMBO BAG WOODLAND ANIMALS",0.01023,0.323,6.85,392,2.93349187935035,11.3120649651972,127,4201.61
"{60 TEATIME FAIRY CAKE CASES} => {PACK OF 72 RETROSPOT CAKE CASES}","PACK OF 72 RETROSPOT CAKE CASES",0.02479,0.547,7.57,375,0.745037878787879,27.4893939393939,205,4201.09
"{CHARLOTTE BAG SUKI DESIGN} => {RED RETROSPOT CHARLOTTE BAG}","RED RETROSPOT CHARLOTTE BAG",0.02775,0.577,10.21,372,1.13962209302326,17.1744186046512,215,4201.09
"{JUMBO BAG RED RETROSPOT,JUMBO BAG STRAWBERRY} => {JUMBO STORAGE BAG SUKI}","JUMBO STORAGE BAG SUKI",0.01319,0.45,6.94,295,2.7507347972973,11.4966216216216,133,4198.11
"{RED RETROSPOT CHARLOTTE BAG} => {STRAWBERRY CHARLOTTE BAG}","STRAWBERRY CHARLOTTE BAG",0.0266,0.471,11.92,546,1.20416897506925,13.5470914127424,257,4195.15
"{JUMBO BAG RED RETROSPOT,JUMBO BAG WOODLAND ANIMALS} => {JUMBO BAG SPACEBOY DESIGN}","JUMBO BAG SPACEBOY DESIGN",0.01193,0.407,10.87,317,2.66170802919708,12.192700729927,129,4187.11
"{SMALL WHITE HEART OF WICKER} => {HEART OF WICKER SMALL}","HEART OF WICKER SMALL",0.01226,0.356,5.44,405,1.96453634085213,14.7769423558897,144,4185.52
"{JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG RED RETROSPOT} => {JUMBO SHOPPER VINTAGE RED PAISLEY}","JUMBO SHOPPER VINTAGE RED PAISLEY",0.01702,0.532,8.27,274,2.68828790459966,10.6746166950596,146,4183.02
"{JUMBO BAG RED RETROSPOT,JUMBO SHOPPER VINTAGE RED PAISLEY} => {RECYCLING BAG RETROSPOT}","RECYCLING BAG RETROSPOT",0.01116,0.3,7.34,476,3.19374832663989,9.15930388219545,143,4177.26
"{JUMBO BAG WOODLAND ANIMALS,JUMBO STORAGE BAG SUKI} => {JUMBO  BAG BAROQUE BLACK WHITE}","JUMBO  BAG BAROQUE BLACK WHITE",0.01084,0.441,8.69,251,2.61653721682848,14.4174757281553,111,4175.69
"{ALARM CLOCK BAKELIKE IVORY} => {ALARM CLOCK BAKELIKE RED}","ALARM CLOCK BAKELIKE RED",0.02041,0.657,11.43,195,4.40365714285714,7.39809523809524,128,4173.82
"{REGENCY TEA PLATE ROSES} => {SET OF 3 REGENCY CAKE TINS}","SET OF 3 REGENCY CAKE TINS",0.01001,0.412,8.67,261,5.89278481012658,6.5765247410817,108,4167.3
"{JUMBO BAG APPLES,JUMBO STORAGE BAG SUKI} => {JUMBO BAG PINK POLKADOT}","JUMBO BAG PINK POLKADOT",0.0116,0.564,8.47,164,2.60603618421053,17.2672697368421,92,4162.24
"{LUNCH BAG APPLE DESIGN,LUNCH BAG VINTAGE DOILY} => {JUMBO BAG APPLES}","JUMBO BAG APPLES",0.01012,0.42,7.85,256,2.57344262295082,15.0389344262295,108,4161.22
"{CHILDRENS CUTLERY POLKADOT GREEN} => {CHILDRENS CUTLERY RETROSPOT RED}","CHILDRENS CUTLERY RETROSPOT RED",0.01012,0.569,23.8,140,4.98771167048055,10.4439359267735,80,4149.6
"{CHOCOLATE HOT WATER BOTTLE,HOT WATER BOTTLE I AM SO POORLY} => {HOT WATER BOTTLE TEA AND SYMPATHY}","HOT WATER BOTTLE TEA AND SYMPATHY",0.01034,0.482,13.74,203,5.03184087363495,8.42121684867395,98,4146.15
"{JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG RED RETROSPOT} => {JUMBO BAG WOODLAND ANIMALS}","JUMBO BAG WOODLAND ANIMALS",0.01138,0.402,8.51,310,2.93349187935035,11.3120649651972,125,4135.37
"{SUKI  SHOULDER BAG} => {JUMBO STORAGE BAG SUKI}","JUMBO STORAGE BAG SUKI",0.01286,0.443,6.84,295,2.7507347972973,11.4966216216216,131,4132.8
"{RED RETROSPOT CHARLOTTE BAG} => {CHARLOTTE BAG PINK POLKADOT}","CHARLOTTE BAG PINK POLKADOT",0.02857,0.506,12.46,510,1.22587601078167,13.0619946091644,258,4132.16
"{HAND WARMER BIRD DESIGN} => {HAND WARMER OWL DESIGN}","HAND WARMER OWL DESIGN",0.01702,0.562,15.74,242,2.36416539050536,12.8269525267994,136,4124.33
"{JUMBO BAG RED RETROSPOT,JUMBO BAG VINTAGE DOILY} => {JUMBO BAG VINTAGE LEAF}","JUMBO BAG VINTAGE LEAF",0.01609,0.51,10.59,283,2.29795221843003,12.4334470989761,144,4123.72
"{JUMBO BAG TOYS} => {JUMBO BAG PINK VINTAGE PAISLEY}","JUMBO BAG PINK VINTAGE PAISLEY",0.0104,0.364,7.69,332,2.67275144508671,12.7028901734104,121,4102.99
"{JUMBO BAG RED RETROSPOT,JUMBO BAG VINTAGE LEAF} => {JUMBO BAG APPLES}","JUMBO BAG APPLES",0.01226,0.527,9.87,201,2.57344262295082,15.0389344262295,106,4099.57
"{JUMBO BAG PINK POLKADOT,JUMBO SHOPPER VINTAGE RED PAISLEY} => {JUMBO BAG SCANDINAVIAN BLUE PAISLEY}","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",0.01297,0.506,11.5,231,2.70037267080745,12.9826086956522,117,4097.78
"{LUNCH BAG APPLE DESIGN,LUNCH BAG VINTAGE DOILY} => {JUMBO BAG VINTAGE DOILY}","JUMBO BAG VINTAGE DOILY",0.01122,0.465,6.91,236,2.2780162601626,16.3845528455285,110,4095.97
"{LADIES & GENTLEMEN METAL SIGN} => {PLEASE ONE PERSON METAL SIGN}","PLEASE ONE PERSON METAL SIGN",0.0127,0.486,10.64,245,2.43326946107784,14.1341317365269,119,4095.07
"{RED RETROSPOT SHOPPER BAG} => {JUMBO STORAGE BAG SUKI}","JUMBO STORAGE BAG SUKI",0.01073,0.341,5.26,379,2.7507347972973,11.4966216216216,129,4087.07
"{JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG RED RETROSPOT} => {JUMBO STORAGE BAG SUKI}","JUMBO STORAGE BAG SUKI",0.01472,0.519,8.01,249,2.7507347972973,11.4966216216216,129,4086.82
"{JUMBO BAG PINK POLKADOT,JUMBO BAG WOODLAND ANIMALS} => {JUMBO BAG APPLES}","JUMBO BAG APPLES",0.01018,0.434,8.12,243,2.57344262295082,15.0389344262295,105,4081.57
"{JUMBO STORAGE BAG SKULLS,JUMBO STORAGE BAG SUKI} => {JUMBO BAG PINK POLKADOT}","JUMBO BAG PINK POLKADOT",0.01111,0.553,8.31,164,2.60603618421053,17.2672697368421,91,4081.06
"{PINK REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER} => {REGENCY TEA PLATE ROSES}","REGENCY TEA PLATE ROSES",0.01001,0.306,12.59,415,2.07711711711712,15.4076576576577,127,4064.13
"{JUMBO BAG TOYS} => {JUMBO STORAGE BAG SUKI}","JUMBO STORAGE BAG SUKI",0.01631,0.571,8.81,224,2.7507347972973,11.4966216216216,128,4044.86
"{JUMBO BAG OWLS} => {RECYCLING BAG RETROSPOT}","RECYCLING BAG RETROSPOT",0.01089,0.306,7.49,451,3.19374832663989,9.15930388219545,138,4037.02
"{JUMBO BAG PINK POLKADOT,JUMBO BAG WOODLAND ANIMALS} => {JUMBO  BAG BAROQUE BLACK WHITE}","JUMBO  BAG BAROQUE BLACK WHITE",0.01084,0.462,9.1,231,2.61653721682848,14.4174757281553,107,4025.97
"{JUMBO BAG PINK POLKADOT,JUMBO SHOPPER VINTAGE RED PAISLEY} => {JUMBO BAG RED RETROSPOT}","JUMBO BAG RED RETROSPOT",0.02069,0.808,7.12,90,2.49391702846117,22.1968162083936,73,4025.56
"{JUMBO BAG RED RETROSPOT,JUMBO BAG WOODLAND ANIMALS} => {JUMBO STORAGE BAG SUKI}","JUMBO STORAGE BAG SUKI",0.0179,0.611,9.43,208,2.7507347972973,11.4966216216216,127,4019.05
"{SUKI  SHOULDER BAG} => {JUMBO BAG WOODLAND ANIMALS}","JUMBO BAG WOODLAND ANIMALS",0.01023,0.353,7.48,343,2.93349187935035,11.3120649651972,121,4017.87
"{FELTCRAFT CUSHION OWL} => {FELTCRAFT CUSHION RABBIT}","FELTCRAFT CUSHION RABBIT",0.01188,0.462,21.86,253,4.30194300518135,7.9740932642487,117,4009.67
"{JUMBO BAG PEARS} => {JUMBO STORAGE BAG SUKI}","JUMBO STORAGE BAG SUKI",0.01001,0.308,4.75,411,2.7507347972973,11.4966216216216,127,4003.24
"{ALARM CLOCK BAKELIKE PINK} => {ALARM CLOCK BAKELIKE IVORY}","ALARM CLOCK BAKELIKE IVORY",0.0151,0.352,11.34,507,4.42278169014085,5.06514084507042,178,3997.95
"{CHARLOTTE BAG SUKI DESIGN} => {LUNCH BAG  BLACK SKULL.}","LUNCH BAG  BLACK SKULL.",0.01669,0.347,4.99,574,2.10808025177026,9.51376868607396,199,3994.67
"{JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO STORAGE BAG SUKI} => {JUMBO BAG SPACEBOY DESIGN}","JUMBO BAG SPACEBOY DESIGN",0.01078,0.376,10.03,327,2.66170802919708,12.192700729927,123,3990.21
"{JUMBO BAG WOODLAND ANIMALS,JUMBO SHOPPER VINTAGE RED PAISLEY} => {JUMBO BAG PINK POLKADOT}","JUMBO BAG PINK POLKADOT",0.0139,0.651,9.79,136,2.60603618421053,17.2672697368421,89,3984.04
"{JUMBO BAG PINK POLKADOT,JUMBO STORAGE BAG SUKI} => {JUMBO BAG SPACEBOY DESIGN}","JUMBO BAG SPACEBOY DESIGN",0.01105,0.392,10.46,313,2.66170802919708,12.192700729927,123,3981.9
"{JUMBO BAG PINK POLKADOT,JUMBO SHOPPER VINTAGE RED PAISLEY} => {JUMBO BAG PINK VINTAGE PAISLEY}","JUMBO BAG PINK VINTAGE PAISLEY",0.01275,0.498,10.52,235,2.67275144508671,12.7028901734104,117,3973.36
"{JUMBO STORAGE BAG SUKI,LUNCH BAG RED RETROSPOT} => {JUMBO BAG RED RETROSPOT}","JUMBO BAG RED RETROSPOT",0.01313,0.702,6.19,102,2.49391702846117,22.1968162083936,72,3963.78
"{JUMBO BAG RED RETROSPOT,JUMBO STORAGE BAG SKULLS} => {JUMBO BAG APPLES}","JUMBO BAG APPLES",0.01012,0.447,8.37,229,2.57344262295082,15.0389344262295,102,3961.64
"{CHARLOTTE BAG SUKI DESIGN} => {LUNCH BAG CARS BLUE}","LUNCH BAG CARS BLUE",0.01489,0.309,4.92,607,2.06529155787641,10.2254134029591,188,3961.04
"{JUMBO BAG VINTAGE DOILY,JUMBO SHOPPER VINTAGE RED PAISLEY} => {JUMBO BAG RED RETROSPOT}","JUMBO BAG RED RETROSPOT",0.01116,0.65,5.73,110,2.49391702846117,22.1968162083936,72,3958.03
"{BOX OF 24 COCKTAIL PARASOLS} => {POPCORN HOLDER}","POPCORN HOLDER",0.01029,0.322,4.3,395,1.05111029948868,29.5924032140248,127,3956.23
"{JUMBO BAG RED RETROSPOT,LUNCH BAG PINK POLKADOT} => {JUMBO BAG PINK POLKADOT}","JUMBO BAG PINK POLKADOT",0.01171,0.59,8.86,149,2.60603618421053,17.2672697368421,88,3955.87
"{JUMBO BAG TOYS} => {JUMBO BAG SPACEBOY DESIGN}","JUMBO BAG SPACEBOY DESIGN",0.01056,0.37,9.86,329,2.66170802919708,12.192700729927,122,3950.55
"{JUMBO BAG PINK VINTAGE PAISLEY,JUMBO STORAGE BAG SUKI} => {JUMBO BAG RED RETROSPOT}","JUMBO BAG RED RETROSPOT",0.01472,0.735,6.48,97,2.49391702846117,22.1968162083936,71,3946.68
"{JUMBO BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT,JUMBO STORAGE BAG SUKI} => {JUMBO BAG APPLES}","JUMBO BAG APPLES",0.01001,0.443,8.3,230,2.57344262295082,15.0389344262295,102,3943.33
"{LUNCH BAG VINTAGE LEAF DESIGN} => {LUNCH BAG APPLE DESIGN}","LUNCH BAG APPLE DESIGN",0.01976,0.542,9.57,305,2.04046376811594,11.6772946859903,165,3938.86
"{JUMBO BAG ALPHABET,JUMBO BAG RED RETROSPOT} => {JUMBO BAG APPLES}","JUMBO BAG APPLES",0.01286,0.568,10.63,179,2.57344262295082,15.0389344262295,102,3934.89
"{HAND WARMER SCOTTY DOG DESIGN} => {HAND WARMER OWL DESIGN}","HAND WARMER OWL DESIGN",0.01833,0.612,17.14,212,2.36416539050536,12.8269525267994,130,3934.49
"{SUKI  SHOULDER BAG} => {POPCORN HOLDER}","POPCORN HOLDER",0.01144,0.394,5.26,321,1.05111029948868,29.5924032140248,126,3933.96
"{WOODLAND CHARLOTTE BAG} => {LUNCH BAG WOODLAND}","LUNCH BAG WOODLAND",0.01532,0.337,6.06,552,2.18364891518738,9.68145956607495,186,3932.72
